Q_scale,R_std,CI,Coverage_percent,Sharpness_avg_volume,Mean_error,Calibration_MAE,Calibration_RMSE,Reliability_score,inside_count,total
1.721,0.1,CI68,98.9937527889335,5062.426731684938,1.782691634703706,0.4401875930564945,0.5016918686541391,55.981240694350554,88738,89640
1.731,0.1,CI68,99.008255243195,5102.897088736276,1.7832347414454295,0.44042595022554465,0.5019754290661431,55.957404977445535,88751,89640
1.741,0.1,CI68,99.01494868362339,5143.443337247781,1.7837766761895264,0.4406721495442717,0.5022707542015183,55.93278504557283,88757,89640
1.751,0.1,CI68,99.02721999107541,5184.065083527202,1.7843174417276146,0.4409076349402009,0.5025531788652061,55.90923650597991,88768,89640
1.761,0.1,CI68,99.0417224453369,5224.7619382253515,1.7848570408499944,0.44114941614643394,0.5028455945910718,55.8850583853566,88781,89640
1.771,0.1,CI68,99.05287817938421,5265.533516271252,1.7853954763499364,0.44137827437362215,0.5031176369883646,55.86217256263779,88791,89640
1.781,0.1,CI68,99.06291834002677,5306.3794368086155,1.7859327510297853,0.4416128761470525,0.5034013599659446,55.83871238529474,88800,89640
1.791,0.1,CI68,99.08411423471665,5347.299323133472,1.7864688677088192,0.44184615248673464,0.5036838046425498,55.81538475132653,88819,89640
1.801,0.1,CI68,99.09861668897814,5388.292802633034,1.787003829223751,0.44207501071392286,0.5039587718083702,55.79249892860771,88832,89640
1.811,0.1,CI68,99.1153502900491,5429.359506725685,1.787537638399679,0.4422996717342417,0.5042316418720347,55.770032826575836,88847,89640
1.821,0.1,CI68,99.12873717090585,5470.499070802162,1.7880702980190863,0.44252764633893116,0.504507110910404,55.747235366106885,88859,89640
1.831,0.1,CI68,99.13543061133423,5511.711134167793,1.7886018108497508,0.4427470056242573,0.5047727273660262,55.72529943757427,88865,89640
1.841,0.1,CI68,99.14212405176261,5552.99533998581,1.7891321796791908,0.44296691717364506,0.5050404922177453,55.7033082826355,88871,89640
1.851,0.1,CI68,99.15551093261936,5594.351335221784,1.7896614073181756,0.4431895900433416,0.5053099091014367,55.68104099566584,88883,89640
1.861,0.1,CI68,99.16331994645248,5635.778770589022,1.7901894965946556,0.4434041998577368,0.5055693250262164,55.659580014226314,88890,89640
1.871,0.1,CI68,99.17224453369032,5677.277300495009,1.7907164503491448,0.4436135079371391,0.5058230317313377,55.6386492062861,88898,89640
1.881,0.1,CI68,99.1867469879518,5718.846582988815,1.7912422714319811,0.44381983379060796,0.5060712377620574,55.6180166209392,88911,89640
1.891,0.1,CI68,99.20013386880856,5760.486279709484,1.7917669627014976,0.4440267119081387,0.5063244730747696,55.59732880918613,88923,89640
1.901,0.1,CI68,99.21128960285587,5802.196055835363,1.7922905270225544,0.44424805934408707,0.5065934501902268,55.57519406559129,88933,89640
1.911,0.1,CI68,99.21686746987952,5843.9755800343,1.792812967265147,0.4444621168944204,0.5068539152620751,55.55378831055796,88938,89640
